"name","year_published","difficulty","rating_avg","rating_sd","game_category","rating_group"
"Black Stories 7",2011,1,6.02409,1.83999,"Other","Average"
"Speedway Champion",2011,1.6667,6.10732,1.86944,"Other","Average"
"Karnag",2012,3.4118,6.60571,1.60201,"Other","Average"
"Villains and Vigilantes Card Game",2011,3.2,6.62391,1.80485,"Other","Average"
"Zombie Town",2011,1,6.12088,1.70941,"Other","Average"
"Crooks",2012,1.5,6.12461,1.35619,"Other","Average"
"Fauna Kompakt",2011,0,6.77739,1.69315,"Other","Average"
"Star Trek HeroClix: Tactics",2012,2.3333,6.19591,1.98222,"Other","Average"
"8-Bit Invaders",2011,1.4,6.71698,1.41591,"Other","Average"
"Lumacorsa",2012,1.2857,6.27803,1.21889,"Other","Average"
"Pharaoh Code",2011,1.4,6.09306,1.66956,"Other","Average"
"Pantolino",2011,1,6.00979,1.34348,"Other","Average"
"Guild",2011,3,6.90152,0.841489,"Other","Average"
"Search for Gnomes",2012,1.6,6.27969,1.13191,"Other","Average"
"Munchkin Conan",2012,1.6429,6.47833,1.73533,"Other","Average"
"RR",2010,1.6667,6.10645,1.03859,"Other","Average"
"Clocks",2012,1.7857,6.26832,1.55066,"Other","Average"
"Dungeon Delver",2011,1,6.11321,1.65302,"Other","Average"
"Cazadores de Fosiles",2011,2.3333,6.825,1.91148,"Other","Average"
"POWER",2012,2.375,6.25135,1.58227,"Other","Average"
"Monopoly: Klingon Edition",2011,3,6.06667,1.59548,"Other","Average"
"Dash! A whimsical race through Singapore",2012,2.5,6.32833,1.39272,"Other","Average"
"Phantom",2012,2,6.35607,1.30443,"Other","Average"
"Jask",2010,2,6.1129,1.74462,"Other","Average"
"Rhein: River Trade",2016,3.25,6.30355,1.47371,"Other","Average"
"Penny Arcade: The Game – Rumble in R'lyeh",2012,2.1579,6.92185,1.49373,"Other","Average"
"Eaten By Zombies!: In Cahoots",2012,1.9091,6.19568,1.4642,"Other","Average"
"Déclic!? Family",2011,1,6.18571,1.16957,"Other","Average"
"Wordz",2011,2,6.56729,1.45842,"Other","Average"
"Rimtik",2011,2.3333,6.15385,1.5777,"Other","Average"
"The Cook-off",2013,1.4286,6.30766,1.54999,"Other","Average"
"Heroica: Ilrion",2012,1.5385,6.38227,1.47147,"Other","Average"
"Wanzen tanzen",2012,1.2353,6.24291,1.32932,"Other","Average"
"Impact City Roller Derby",2012,2.5714,6.03333,1.78266,"Other","Average"
"Spot it! On the Road",2012,1,6.50902,1.21587,"Other","Average"
"Spinnengift und Krötenschleim",2012,1.5,6.25067,1.17319,"Other","Average"
"Würfelwurst",2012,1,6.13799,1.36124,"Other","Average"
"Mondo Sapiens",2012,2,6.49502,1.31397,"Other","Average"
"Vignobles",2017,2,6.3125,1.30354,"Other","Average"
"Roll to the South Pole",2012,1.625,6.02907,1.3045,"Other","Average"
"Skittykitts",2012,1,6.14607,2.08629,"Other","Average"
"Die Tore der Welt: Das Kartenspiel",2012,2.1667,6.09811,1.23214,"Other","Average"
"Medieval Conspiracy",2015,2.5,6.33222,1.65426,"Other","Average"
"Ubongo Trigo",2012,1.5,6.48109,1.33859,"Other","Average"
"Sequence",0,0,6.62195,1.57256,"Other","Average"
"Ubongo Junior",2012,1.5,6.6475,1.26502,"Other","Average"
"Kalifiko",2012,1,6.15636,1.46855,"Other","Average"
"Hand aufs Herz",2012,1,6.09714,1.67545,"Other","Average"
"20th Century Limited",2015,2.4762,6.85253,1.21161,"Other","Average"
"Titans of Industry",2013,2.7333,6.51632,1.59579,"Other","Average"
"Mafia",2012,2,6.21062,1.67165,"Other","Average"
"Olympicards",2012,1.2857,6.10488,1.19938,"Other","Average"
"Empire Express",2012,2,6.67136,1.28863,"Other","Average"
"Gunrunners",2013,1.1818,6.43307,1.22976,"Other","Average"
"Nine Worlds",2016,2.5,6.4843,1.52271,"Other","Average"
"Day of the Dead",2012,2,6.40882,1.27265,"Other","Average"
"Nizam",2012,2,6.18776,1.40271,"Other","Average"
"Quicksilver",2013,1.8571,6.17636,1.69271,"Other","Average"
"Pass-Ackwords",2012,1.4,6.28404,1.373,"Other","Average"
"Home Sweet Home",2011,1.4286,6.07845,1.21335,"Other","Average"
"Knights of Ten",2012,1.4444,6.99,1.77808,"Other","Average"
"SlowoStwory",2012,1.2,6.06629,1.27076,"Other","Average"
"HIRÞ: The Viking Game of Royal Conflict",2003,1.5,6.68106,1.76973,"Other","Average"
"Crimebox Investigation",2012,1.75,6.10134,1.35326,"Other","Average"
"Blurble",2013,1.25,6.2085,1.67073,"Other","Average"
"Brethren of the Coast",2016,2,6.37296,1.10764,"Other","Average"
"Bloqs",2012,2,6.18929,1.49928,"Other","Average"
"Magnum Opus",2014,2.5385,6.94752,1.54013,"Other","Average"
"Scripts and Scribes: The Dice Game",2012,1.5938,6.55994,1.07817,"Other","Average"
"We Didn't Playtest This: Legacies",2012,1,6.11104,1.77784,"Other","Average"
"Democracy: Majority Rules",2013,2.3333,6.14158,2.18475,"Other","Average"
"PLAGUE: The Card Game",2012,1.8889,6.32857,1.61773,"Other","Average"
"Super Hero Squad Card Game",2012,1,6.69608,1.29508,"Other","Average"
"Tooth & Nail: Factions",2012,2.2353,6.19886,1.48841,"Other","Average"
"Zombies at Your Heels",2012,1.8571,6.41667,1.16964,"Other","Average"
"Aztlán",2012,2.4074,6.32605,1.44963,"Other","Average"
"The Doom That Came to Atlantic City",2013,1.8261,6.04403,1.92258,"Other","Average"
"Maya",2012,1.6667,6.075,1.01191,"Other","Average"
"Guts of Glory",2012,1.7143,6.28722,1.62992,"Other","Average"
"Famous Fastballs: The World's Smallest Baseball Game",2012,1,6.10196,1.16324,"Other","Average"
"Famous 500: The World's Smallest Car Racing Game",2012,1.4545,6.37256,1.29354,"Other","Average"
"Famous First Downs: The World's Smallest Football Game",2012,1.2857,6.12619,1.20298,"Other","Average"
"Anno Domini: Penne e Pennelli",2011,1,6.45516,1.04862,"Other","Average"
"Stratopolis",2012,1.8182,6.63981,1.26157,"Other","Average"
"Super Tooth",2014,1.1429,6.177,1.6106,"Other","Average"
"Word Winder",2012,2,6.23793,1.32442,"Other","Average"
"Grimoire Shuffle",2012,2.25,6.26984,1.31483,"Other","Average"
"Infinity Dungeon: Peril without End",2012,1.1429,6.17299,1.69519,"Other","Average"
"The Current Number of the Beast",2012,1.25,6.0735,1.87271,"Other","Average"
"Swing States 2012",2012,2.2667,6.91667,1.72361,"Other","Average"
"Letnisko",2013,2.1818,6.66568,1.17857,"Other","Average"
"Oh My Lair!",2012,1.5714,6.595,1.15259,"Other","Average"
"When Zombies Attack!",2012,1,6.35926,1.53216,"Other","Average"
"Twin Tin Bots",2013,2.4103,6.29402,1.54961,"Other","Average"
"Area 1851",2015,2.2857,6.42358,1.79542,"Other","Average"
"Wladca Areny",2012,3.4545,6.71758,1.75096,"Other","Average"
"Moo's Code",2012,1,6.36667,1.91311,"Other","Average"
"Seven Swords",2013,3,6.43033,1.69135,"Other","Average"
"Tricks & Treats",2012,1.5,6.01135,1.32169,"Other","Average"
"Stormy Seas",0,1,6.69531,1.05092,"Other","Average"
"Baobab",2012,1.1765,6.21765,1.30304,"Other","Average"
"Tweeeet",2012,1.7241,6.21002,1.19231,"Other","Average"
"1830 Cardgame",2012,2.4,6.27576,1.39627,"Other","Average"
"Blades of Legend",2012,2.5,6.22917,1.38051,"Other","Average"
"Fairy Land",2012,2.0625,6.51326,1.36246,"Other","Average"
"Columba",2012,2.25,6.91903,1.17077,"Other","Average"
"Taschkent",2012,2,6.41176,1.45254,"Other","Average"
"Battleship Live",2010,1.75,6.42744,1.35667,"Other","Average"
"Black Stories: Sex and Crime Edition",2012,1.5,6.02293,1.59765,"Other","Average"
"Airborne In Your Pocket",2019,1.375,6.75007,2.27516,"Other","Average"
"Mage Tower, A Tower Defense Card Game",2013,2.8333,6.60425,1.60488,"Other","Average"
"Vege Tables",2012,2,6.83158,1.28003,"Other","Average"
"Hooyah: Navy Seals Card Game",2012,2.04,6.23146,1.4856,"Other","Average"
"Damage Report",2014,2.6,6.44017,1.65166,"Other","Average"
"Helvetia Cup",2012,2.6923,6.73425,1.74558,"Other","Average"
"Chaos & Alchemy",2012,2.0833,6.00994,1.70129,"Other","Average"
"Librium",2011,1,6.62198,1.58632,"Other","Average"
"Dice of Arkham",2012,2.2,6.25,1.58714,"Other","Average"
"Murder of Crows",2012,1.3,6.02589,1.46926,"Other","Average"
"Gentlemen Thieves",2012,1.8095,6.20892,1.26539,"Other","Average"
"BANG! 10th Anniversary",2012,1.9091,6.93575,1.45608,"Other","Average"
"Revolver 2: Last Stand at Malpaso",2012,2.2632,6.9732,1.30104,"Other","Average"
"Shinobi: War of Clans",2012,1.4375,6.03154,1.35988,"Other","Average"
"Relic Knights: Darkspace Calamity",2014,2.5,6.33148,2.47385,"Other","Average"
"Startropolis",2019,2,6.21667,2.39585,"Other","Average"
"Trainmaker",2012,1.25,6.33528,1.49437,"Other","Average"
"Skyway Robbery",2015,2.5714,6.61575,1.44776,"Other","Average"
"Kaijudo",2012,1.6667,6.08947,1.80808,"Other","Average"
"Munchkin Pathfinder",2013,1.6154,6.34147,1.70551,"Other","Average"
"Scotland Yard",1990,2.5,6.50773,1.36884,"Other","Average"
"<U+03A0>a<U+03BB><U+03AD><U+03C1>µ<U+03BF>: <U+03A4><U+03BF> <U+039C>e<U+03B3><U+03AC><U+03BB><U+03BF> <U+039E>e<U+03BA>a<U+03B8><U+03AC><U+03C1><U+03B9>sµa",2013,1,6.81765,1.66936,"Other","Average"
"DOG Royal",2012,2.1667,6.56335,1.54128,"Other","Average"
"Irezumi",2012,2,6.53243,1.28548,"Other","Average"
"KIPP X",2012,1,6.7443,1.04479,"Other","Average"
"La Venise du Nord",2012,2.7143,6.43217,1.39824,"Other","Average"
"AttrAction",2012,1.1667,6.27542,1.37336,"Other","Average"
"Teomachia",2012,3,6.19283,1.7235,"Other","Average"
"Make 'n' Break Party",2012,1,6.23913,1.45699,"Other","Average"
"Schlag den Raab: Das Quiz",2012,1.75,6.68889,1.02002,"Other","Average"
"Master Plan",2012,1.2857,6.09597,1.22963,"Other","Average"
"Compatibility 15th Anniversary Edition",2011,1,6.61111,1.51587,"Other","Average"
"Cock & Bull",2009,1,6.50394,2.10526,"Other","Average"
"Auf die Nüsse!",2012,1.75,6.08425,1.19642,"Other","Average"
"Out of Gears",2012,1.5,6.18373,1.31222,"Other","Average"
"Spice Merchant",2012,1.2,6.37019,1.23748,"Other","Average"
"Volcano Island Countdown",2012,1.25,6.10429,1.67682,"Other","Average"
"Spellbound",2012,2.6154,6.79574,1.37446,"Other","Average"
"Hungry Hungry Hipsters",2012,1,6.0475,2.38673,"Other","Average"
"Broadhorns: Early Trade on the Mississippi",2018,2.8333,6.80744,1.22831,"Other","Average"
"TF22: LOAD!",2012,2.2,6.80816,1.31364,"Other","Average"
"Kumbu: Dubbelzijdig Kaartspel",2012,1.25,6.10256,1.63762,"Other","Average"
"Shark Attacks!",2012,1,6.10451,1.42751,"Other","Average"
"10 Tage durch Deutschland",2012,1.5,6.34032,1.30954,"Other","Average"
"Star Wars Labyrinth",2012,1.1667,6.12263,1.17105,"Other","Average"
"Jungle Brunch",2012,1.75,6.05,1.31599,"Other","Average"
"Desperados",2012,2.375,6.51135,1.41491,"Other","Average"
"Ready to Rock!",2012,1.8571,6.27631,1.4567,"Other","Average"
"The Valkyrie Incident",2013,1.9,6.59536,1.44535,"Other","Average"
"New York Kings",2012,2.3333,6.3463,1.63087,"Other","Average"
"C.O.A.L.: Combat-Oriented Armored League",2013,2.4286,6.79815,1.47411,"Other","Average"
"Like Dice",2012,2,6.0907,0.949373,"Other","Average"
"Secret Code 13+4",2012,1.2222,6.72917,1.09817,"Other","Average"
"Attack the Darkness",2013,3.6,6.17111,2.0593,"Other","Average"
"Nautilus",2012,1.6429,6.07356,1.3632,"Other","Average"
"Game Over",2012,1.2727,6.00374,1.54305,"Other","Average"
"[_BLÄNK]",2012,1,6.41714,2.61408,"Other","Average"
"KerFlip!",2012,1.25,6.3425,1.34224,"Other","Average"
"Cosmic Empires",2012,2.875,6.66038,1.85344,"Other","Average"
"Snug as a Bug in a Rug",2012,1,6.24082,1.35374,"Other","Average"
"Stone & Relic",2013,2,6.40041,1.23296,"Other","Average"
"Black Swan",2012,1.75,6.22143,1.52909,"Other","Average"
"Fool's Gold",2015,2.1538,6.92432,1.27109,"Other","Average"
"Ovni",2013,2.6667,6.89181,1.24851,"Other","Average"
"Student Bodies",2014,2.6154,6.4562,1.71551,"Other","Average"
"Wilk, Koza i Kapusta",2012,1,6.08571,1.52824,"Other","Average"
"Bankraub",2013,1.6,6.33281,1.5762,"Other","Average"
"Caro",2012,1.9167,6.16044,1.27408,"Other","Average"
"Foosball tabletop soccer",0,1.3333,6.55623,1.82242,"Other","Average"
"Yay!",2012,1.0909,6.20777,1.23977,"Other","Average"
"A Fool's Fortune",2012,2.5,6.12988,1.62479,"Other","Average"
"Moongha Invaders Two Player",2012,2,6.51918,1.59911,"Other","Average"
"Sorcerers of the Magic Kingdom",2012,1.25,6.19444,1.6844,"Other","Average"
"Alexander's Campaign",2017,2,6.76026,1.31423,"Other","Average"
"Mini Curling Game",2012,1.1111,6.52195,1.31483,"Other","Average"
"Mafia Casino",2012,1.5455,6.55487,2.12186,"Other","Average"
"The Golden Wilderness",2013,3,6.90385,1.84734,"Other","Average"
"Duple",2012,1.3333,6.37857,1.37573,"Other","Average"
"Channel A",2012,1.4286,6.7065,1.74927,"Other","Average"
"ZnajZnak",2012,1.6,6.34896,1.86864,"Other","Average"
"Formula E",2014,1.5,6.17981,1.48606,"Other","Average"
"Stack-A-Biddi",2012,1.5,6.08209,1.52334,"Other","Average"
"Méchanlou",0,1.25,6.18,1.29136,"Other","Average"
"Le Tricheur",2012,1,6.0702,1.50996,"Other","Average"
"Die verzauberten Rumpelriesen",2013,1,6.62636,1.07411,"Other","Average"
"Die Welt: Singapur, wo liegt das nur?",2013,1,6.13325,1.28833,"Other","Average"
"Just in Time",2013,2.3333,6.69214,1.10891,"Other","Average"
"Super Race",2009,1.25,6.00169,1.32326,"Other","Average"
"ROFL!",2013,1,6.28774,1.52454,"Other","Average"
"Ignis",2013,1.5556,6.11266,1.46714,"Other","Average"
"Ka-Boom",2013,1.0588,6.21386,1.3379,"Other","Average"
"Kreuzwort",2013,1.3333,6.36471,1.17699,"Other","Average"
"Uluru: Neuer Tumult am Ayers Rock",2013,1.5455,6.42289,1.22596,"Other","Average"
"Linus, der kleine Magier",2013,1,6.21389,1.3317,"Other","Average"
"Roll & Play",2012,1,6.45988,1.58964,"Other","Average"
"Auf Teufel komm raus",2013,1.6667,6.80805,1.36944,"Other","Average"
"Zombie House Blitz",2014,2,6.24737,1.74861,"Other","Average"
"Monster Café",2013,1,6.10813,1.17409,"Other","Average"
"Tessen",2013,1.1875,6.57369,1.34921,"Other","Average"
"Office 21",2013,1.4545,6.0734,1.39808,"Other","Average"
"Killer Bunnies and the Quest for the Magic Carrot: Deluxe Limited Edition",2012,3,6.72558,2.15105,"Other","Average"
"Tic Stac Toe",2013,0,6.26376,1.70432,"Other","Average"
"Jupiter Rescue",2013,1.8824,6.68974,1.32997,"Other","Average"
"Top 5 Rummy",2013,1.8,6.77612,1.04197,"Other","Average"
"Schmovie",2013,1,6.10597,1.63818,"Other","Average"
"Swish Jr.",2013,1,6.2641,1.63824,"Other","Average"
"WordARound",2012,1,6.0351,1.32955,"Other","Average"
"Critical Mass: Raijin vs Archon",2018,2,6.97935,1.33393,"Other","Average"
"Hordes: High Command",2013,2.5789,6.31406,1.65492,"Other","Average"
"Night Eternal: The Game",2013,1.6667,6.03482,1.59527,"Other","Average"
"<U+042F> <U+0442><U+0432><U+043E><U+044F> <U+043F><U+043E><U+043D><U+0438><U+043C><U+0430><U+0439>",2012,1.5,6.34848,0.941347,"Other","Average"
"How Many?",2013,1.5,6.066,1.25485,"Other","Average"
"Continental Divide",2013,3.5,6.69274,1.34262,"Other","Average"
"Erie Railroad",2013,2,6.14298,1.39691,"Other","Average"
"Robots on the Line",2015,2.1,6.38408,1.4606,"Other","Average"
"Domus Domini",2015,2.5,6.59743,1.33398,"Other","Average"
"Empires of Zidal",2013,3,6.55474,1.58865,"Other","Average"
"Ici Londres",2013,1.25,6.26182,0.8866,"Other","Average"
"Camelot: The Build",2013,2.1,6.18216,1.68644,"Other","Average"
"Q•bitz Extreme",2012,1.6667,6.23235,1.22804,"Other","Average"
"Terrene Odyssey",2015,2.6,6.35825,2.10639,"Other","Average"
"Perplexus Twist",2013,2,6.86923,1.64147,"Other","Average"
"Civility",2014,2.8333,6.14931,2.04151,"Other","Average"
"Runicards",2013,2.375,6.65885,1.4798,"Other","Average"
"Rifugio",2012,1.3333,6.49228,1.27164,"Other","Average"
"Quinto Império",2013,1.5,6.65093,1.95888,"Other","Average"
"Kaosball: The Fantasy Sport of Total Domination",2014,2.5143,6.60492,1.63957,"Other","Average"
"Imagem & Ação: No Limite",2008,1,6.285,1.83515,"Other","Average"
"Fantasy Frontier",2014,2.5,6.34965,1.49573,"Other","Average"
"Duel in the Dark (Second Edition)",2009,2.5,6.85836,1.35031,"Other","Average"
"Chains to Champions",2013,2.5,6.69645,1.98074,"Other","Average"
"Clacks: A Discworld Board Game",2015,2.5556,6.25372,1.53659,"Other","Average"
"The Daedalus Sentence",2016,2,6.67018,1.7331,"Other","Average"
"Word Whimsy",2013,1,6.89429,1.58521,"Other","Average"
"Fox & Chicken",2013,1.6667,6.69275,1.53928,"Other","Average"
"Cat Hiding",2013,1.1429,6.03705,1.64321,"Other","Average"
"Catan Junior Madagascar",2012,1.6,6.89851,1.36597,"Other","Average"
"Actionworks",2013,1.6667,6.87561,1.35984,"Other","Average"
"Jazz: The Singing Card Game",2013,1,6.20714,1.79345,"Other","Average"
"Koi Pond: A Coy Card Game",2013,1.8947,6.77739,1.30709,"Other","Average"
"Pass the Pandas",2014,1,6.2611,1.83014,"Other","Average"
"What the Food?!",2013,1.6,6.08126,1.72259,"Other","Average"
"SlowoStworki",2013,1,6.375,1.59589,"Other","Average"
"Disc Duelers",2013,1.3333,6.68915,1.29192,"Other","Average"
"String Safari",2013,1.4444,6.03397,1.26565,"Other","Average"
"Patronize",2013,2.1429,6.06615,1.39238,"Other","Average"
"Lost Legacy",2013,1.3276,6.46302,1.43483,"Other","Average"
"Stack & Attack",2013,2.1429,6.35455,1.73318,"Other","Average"
"Promised Land: 1250-587 BC",2013,3.08,6.92274,1.68941,"Other","Average"
"Draco Magi",2014,2.0571,6.30323,1.66474,"Other","Average"
"Prospectus",2016,2.5,6.97445,1.38163,"Other","Average"
"Bomb Squad",2013,2.25,6.46883,1.39721,"Other","Average"
"Der Millionen Coup",2013,2.25,6.69298,1.22387,"Other","Average"
"Mob Town",2013,1.4,6.62878,1.39833,"Other","Average"
"Titans Tactics",2013,3,6.75866,1.73438,"Other","Average"
"Rory's Story Cubes: Clues",2013,1,6.65025,1.48896,"Other","Average"
"Rory's Story Cubes: Enchanted",2013,1.0909,6.64018,1.45175,"Other","Average"
"Rory's Story Cubes: Prehistoria",2013,1,6.65868,1.50581,"Other","Average"
"World Series of Yahtzee",2012,1,6.09217,1.51574,"Other","Average"
"Flick Wars",2019,2.3333,6.90802,1.8442,"Other","Average"
"The Offensive Band Name Generator",2014,1,6.23387,2.4943,"Other","Average"
"Foragers",2016,2.0833,6.43336,1.12324,"Other","Average"
"Cache Me If You Can!: The Geocaching Board Game",2013,2.5,6.73698,2.29329,"Other","Average"
"Nanahoshi",2013,1.75,6.34226,1.44326,"Other","Average"
"Hunters of Arcfall",2014,1.4286,6.05769,1.71013,"Other","Average"
"Even Steven's Odd",2013,1,6.17768,1.74406,"Other","Average"
"Tute",0,2,6.80816,1.41711,"Other","Average"
"7 Dice Wonders",2013,1.875,6.43404,1.56522,"Other","Average"
"Saboteur Gold",2011,1.5152,6.87369,1.17112,"Other","Average"
"The Battle for Sector 219",2014,1.3333,6.54362,1.24272,"Other","Average"
"Goblins vs Zombies",2013,2,6.44174,1.25429,"Other","Average"
"Petits meurtres & faits divers: au tribunal",2013,1,6.95765,1.15698,"Other","Average"
"Gothic Doctor",2015,1.9,6.80893,1.79237,"Other","Average"
"Florenza: The Card Game",2013,2.5185,6.77811,1.33495,"Other","Average"
"Bluff in Zoo",2013,1.1111,6.31484,1.49356,"Other","Average"
"Codename: Oracle",2014,2,6.28659,1.71219,"Other","Average"
"The Majority",2008,2.3333,6.36333,1.39821,"Other","Average"
"Give Me Five",2013,1,6.52228,1.49276,"Other","Average"
"NanoBot Battle Arena",2014,1.8,6.46818,1.72479,"Other","Average"
"Global Mogul",2013,3.4,6.97891,1.36551,"Other","Average"
"Spot it! Party",2013,1,6.23878,1.47007,"Other","Average"
"Capo Dei Capi",2013,1.5909,6.75011,1.19987,"Other","Average"
"Help Wanted",2013,1,6.532,1.84255,"Other","Average"
"Canalis",2013,2.75,6.26608,1.42638,"Other","Average"
"Dungeon Dwellers",2014,2.75,6.39966,2.043,"Other","Average"
"Shindig Machine",2013,2,6.85333,1.48587,"Other","Average"
"Der Hobbit: Smaugs Einöde",2013,1.5,6.19774,1.961,"Other","Average"
"Nichtlustig: Noch mehr Labor Chaos",2013,0,6.2,1.54812,"Other","Average"
"Cycling Party",2014,2.1,6.70667,1.73861,"Other","Average"
"Werwölfe Deluxe",2013,1.6667,6.80547,1.43185,"Other","Average"
"Jungle Speed: Safari",2013,1.0625,6.17686,1.47206,"Other","Average"
"Them's Fightin' Words!",2013,0,6.83088,1.39157,"Other","Average"
"Pasha",2013,1.375,6.17551,1.39136,"Other","Average"
"Sukimono",2012,1.9091,6.61613,1.40321,"Other","Average"
"Trailer Park Boys Board Game",2013,1.6667,6.74048,2.13185,"Other","Average"
"Murder in Greenrock Village Theatre",2009,2.8,6.60417,1.31505,"Other","Average"
"Lords of War:  Elves versus Lizardmen",2013,2,6.75589,1.59506,"Other","Average"
"Clusterfight!",2014,1,6.90023,1.82519,"Other","Average"
"Shinobi Clans",2013,2.125,6.26779,1.43064,"Other","Average"
